Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,status,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Lag1_Time,Lag2_Time,Failure,time_between_failure,time_between_failure_minutes
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,29,18,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,15,21,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,5,10,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,27,5,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,4,28,10,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,2,17,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,31,20,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,19,14,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,31,16,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,5,16,4,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,20,15,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,23,9,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,9,21,18,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,23,3,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,16,23,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,6,12,6,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,2,21,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,5,1,7,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,3,9,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,2,24,10,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,15,18,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,12,14,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,2,24,13,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,16,3,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,15,1,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,7,15,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,3,4,23,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,2,26,13,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,11,21,14,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,1,8,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,29,5,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,28,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,8,22,8,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,1,23,2,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,17,7,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,7,12,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,14,6,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,7,5,16,2,False,,,0,,
John Smiths/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2024,2,28,23,2,False,,,1,398 days 15:39:00,574059.0
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2022,7,26,18,1,False,11.0,,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,18.0,Short Stop,2022,12,16,14,4,False,11.0,11.0,0,,
John Smiths/Pink,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2023,11,24,12,4,False,11.0,11.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,18.0,Short Stop,2022,3,20,19,6,True,11.0,11.0,0,,
Fosters/Green,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,18.0,Short Stop,2023,5,30,21,1,False,11.0,11.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,18.0,Short Stop,2024,2,26,14,0,False,11.0,11.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2021,10,28,17,3,False,11.0,11.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2022,4,27,12,2,False,11.0,11.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2022,6,4,6,5,True,11.0,11.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,18.0,Short Stop,2022,1,8,3,5,True,11.0,11.0,0,,
Heineken/Orange,no failure,De-palletiser,Empty pallet conveyors,Out of sequence,11.0,out of sequence,17.0,Short Stop,2022,11,8,6,1,False,11.0,11.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,9,0,1,False,11.0,11.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,1,14,2,False,,11.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,1,10,21,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,15,7,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,1,13,17,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,19,20,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,9,22,16,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,8,6,16,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,7,8,17,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,22,14,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,10,31,17,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,1,10,3,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,3,16,21,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,10,16,2,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,26,9,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,6,6,22,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,25,6,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,8,28,14,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,7,12,5,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,30,22,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,21,17,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,4,21,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,29,21,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,5,9,16,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,20,10,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,6,10,5,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,5,3,3,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,19,1,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,7,7,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,30,18,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,8,6,14,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,1,10,18,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,21,22,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,9,0,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,7,21,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,11,8,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,19,0,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,19,9,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,12,0,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,7,1,1,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,8,4,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,26,21,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,12,2,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,3,5,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,6,5,0,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,9,8,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,15,9,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,22,16,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,4,16,12,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,7,24,22,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,31,1,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,7,1,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,8,6,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,4,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,7,19,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,10,29,12,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,31,22,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,7,9,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,12,7,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,5,21,4,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,3,27,6,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,10,30,20,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,8,10,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,11,5,19,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,11,18,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,3,14,1,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,2,8,20,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,2,4,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,15,5,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,14,12,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,6,26,1,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,3,18,5,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,7,18,14,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,8,17,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,11,5,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,2,25,1,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,11,12,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,1,23,9,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,4,23,19,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,12,1,14,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,5,5,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,22,8,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,1,14,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,8,24,11,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,4,2,13,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,7,23,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,18,16,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,20,22,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,3,27,10,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,11,7,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,29,3,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,10,7,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,10,19,17,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,12,21,12,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,10,22,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,12,11,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,2,24,11,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,3,15,1,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,30,12,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,10,3,18,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,22,4,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,12,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,28,12,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,11,5,16,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,23,20,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,24,7,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,6,16,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,27,20,6,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,7,9,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,11,17,21,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,14,19,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,22,4,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,15,13,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,12,5,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,27,18,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,14,18,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,20,14,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,6,26,6,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,1,22,12,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,16,23,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,16,1,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,4,18,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,18,4,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,25,19,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,5,3,22,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,10,9,10,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,29,12,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,2,24,7,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,5,2,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,22,1,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,7,21,17,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,16,2,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,26,23,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,12,12,23,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,20,7,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,2,26,0,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,4,4,6,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,8,2,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,18,16,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,12,6,19,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,9,7,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,4,1,4,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,9,0,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,20,23,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,27,7,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,15,16,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,9,30,17,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,9,20,2,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,9,0,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,6,13,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,6,1,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,3,6,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,11,23,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,25,7,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,6,3,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,24,17,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,7,13,15,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,7,20,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,6,13,18,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,1,15,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,4,5,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,18,3,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,4,16,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,20,17,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,15,5,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,18,19,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,10,18,20,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,19,2,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,20,14,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,14,22,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,25,8,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,10,5,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,2,9,9,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,7,28,9,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,1,4,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,24,22,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,6,15,22,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,22,16,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,6,18,2,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,4,27,3,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,5,7,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,9,26,16,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,4,9,20,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,6,11,15,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,10,7,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,17,10,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,23,15,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,18,14,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,3,3,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,9,23,0,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,9,21,21,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,28,4,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,25,15,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,16,12,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,12,18,19,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,3,1,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,16,4,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,12,8,6,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,15,1,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,4,17,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,10,6,17,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,26,15,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,23,6,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,23,17,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,8,6,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,21,10,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,5,8,14,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,10,1,0,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,24,0,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,1,26,15,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,1,15,16,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,3,10,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,4,15,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,23,23,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,6,13,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,6,14,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,23,13,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,26,20,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,10,11,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,8,31,16,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,26,21,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,10,11,4,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,13,12,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,9,14,14,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,3,6,15,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,22,7,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,5,8,21,0,False,,,0,,
