Index,Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType
842549,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,4.0,Pallet jammed,17,Short Stop
842640,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,10.0,broken chain. Crafts called to investigate LM,17,Short Stop
842643,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,10.0,crafts working on infeed chain LM,17,Short Stop
842701,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,5.0,can gap detected at de-palletiser can stop closed,17,Short Stop
842785,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,8.0,crash on sweep-DH,17,Short Stop
842908,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,32.0,Snapped Top Frame causeing top layer of cans to fall into machine operator had to clear can debris,17,Short Stop
843353,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,,17,Short Stop
843458,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,15.0,fault on last layer pad and sweep not sweeping op inspecting all sensors,17,Short Stop
843640,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,14.0,sweep jam,17,Short Stop
843682,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,2.0,,17,Short Stop
843746,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,27.0,gudes broken craft replacing guide bolt,17,Breakdown
844118,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,20.0,"chain has come off its sprocket on Goldco infeed,",17,Short Stop
844300,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,11.0,pallet jammed,17,Short Stop
844329,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,5.0,light barrier tripped out,17,Short Stop
844349,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,29.0,crafts are working on the gripper,17,Short Stop
844367,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,28.0,jammed stack in the lift,17,Short Stop
844391,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,7.0,,17,Short Stop
844415,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,5.0,gap on the line from de-pal,17,Short Stop
844411,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,20.0,jammed stack in lift. Removed manually by operators,17,Short Stop
844431,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,10.0,crafts have been working on the sweeper arm as it icausing damage to cans anf fallen cans,17,Short Stop
844496,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,8.0,layer card jam,17,Short Stop
844504,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,3.0,pallet jammed,17,Short Stop
844507,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,10.0,layer smash,17,Short Stop
844519,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,10.0,layer card tranfer out of sync,17,Short Stop
844671,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,24.0,Fallen pallets - operator clearing up,17,Short Stop
844717,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,10.0,Issues with damaged cans and the layer pad take,17,Short Stop
844722,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,8.0,,17,Short Stop
844778,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,removal of damaged cans caused a gap in the line,17,Short Stop
844781,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,4.0,,17,Short Stop
844872,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,damaged cans being removed. Created gap in the line,17,Short Stop
844875,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,9.0,Jammed stack,17,Short Stop
844882,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,,17,Short Stop
845179,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,21.0,,17,Short Stop
845371,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,15.0,pallets put on out of sync,17,Short Stop
845468,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,6.0,Jam causing gap in line.,17,Short Stop
845500,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,3.0,,17,Short Stop
845708,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,7.0,,17,Short Stop
846035,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,4.0,,17,Short Stop
846231,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,7.0,,17,Short Stop
846613,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard - debanding station,6.0,lightguard tripped-DH,17,Short Stop
846695,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,7.0,"Jammed pallet, Operater had to access de-pal, Free jammed pallet and perform reset. Caused cans to gap to filler.",17,Short Stop
846711,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,8.0,"Chain snapped on infeed conveyor, Crafts in attendence re-fitting.",17,Breakdown
846731,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,12.0,Layer Pads all out of alignment. Stopped Filler to allow to be rectified. MR.,17,Short Stop
846735,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,8.0,Jammed Stack of empty Pallets. MR.,17,Short Stop
846746,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,8.0,Empty Pallets jamming when they reach 8 high. Op resolving. MR.,17,Short Stop
846752,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,Jammed Empty Pallet Stack. MR.,17,Short Stop
846953,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,18.0,Jammed pallet at sweep arm has knocked tray of cans down,17,Short Stop
846994,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,3.0,Operater cleared and reset. Caused cans to gap to filler.,17,Short Stop
847029,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,20.0,layer sweep arm destroyed full layer can was jammed on layer sweep arm,17,Short Stop
847032,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,1.0,Jammed pallet,17,Short Stop
847039,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,4.0,,17,Short Stop
847046,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,13.0,Issue with doors not closing correctly,17,Short Stop
847055,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,7.0,issue with doors not shutting correctly,17,Short Stop
847062,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,2.0,Issue with doors not closing correctly,17,Short Stop
847095,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,166.0,doors on full pallet lift not closing craft re-setting sensor,17,Breakdown
847239,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Chain / Drive,12.0,broken pallet of layer cards Trapped against the framework,17,Short Stop
847369,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,5.0,suction cup missing,17,Breakdown
847432,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,17.0,snapped top frame,17,Short Stop
847504,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Fallen / Jammed cans,6.0,depal jam,17,Short Stop
847681,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,4.0,Can Gapping detected on Line due to Layer Sweep not moving correct.,17,Short Stop
847682,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,10.0,Jammed Empty {allet Stack. Op resolving. MR.,17,Short Stop
847672,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,10.0,broken top frame removed-DH,17,Short Stop
847678,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,10.0,Empty Pallet Stack jammed. Operator clearing. MR.,17,Short Stop
847683,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,22.0,Issues with Top Frame not being lifted. Craft in attendance.,17,Short Stop
847939,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,2 pallets going into the lift at the same time,17,Short Stop
848298,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,30.0,dropped top frame-operator had to go in machine to retrieve-DH,17,Short Stop
848474,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,26.0,Pallet jammed in lift trying to remove empty red stripe cans from previous run,17,Short Stop
848476,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,15.0,Suction cups damaged - have to manually removed each layer card slowing down process of filling up line,17,Short Stop
848516,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,16.0,"Top frame jammed under lift carriage, Operater had to get over ride from lodge to access de-pal. Caused cans to gap to filler. Seamer flush done while line was down.",17,Breakdown
849067,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,12.0,layer cards fallen in lift,17,Short Stop
849083,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,6.0,Layer card not picked up TD,17,Short Stop
849548,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,6.0,Pallet not coming to the right position TD,17,Short Stop
849554,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Sensor failure,7.0,Pallet to coming up high enough in the lift TD,17,Short Stop
850057,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,77.0,Light guard reflector replaced by crafts,17,Breakdown
850085,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,4.0,,17,Short Stop
850118,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,6.0,chain came off bed craft put back in,17,Short Stop
850151,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,9.0,,17,Short Stop
850162,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,6.0,Downtime misbooked to ECC,17,Short Stop
850191,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,5.0,Downtime miss booked to ECC,17,Short Stop
850193,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,5.0,Downtime miss booked to ECC,17,Short Stop
850259,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,15.0,Downtime misbooked to ECC,17,Short Stop
850260,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,13.0,Downtime misbooked to ECC,17,Short Stop
850267,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,12.0,Downtime misbooked to ECC,17,Short Stop
850377,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,17.0,layer card fault on line 18,17,Short Stop
850382,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,30.0,chain came off tracks,17,Breakdown
851314,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,3.0,,17,Short Stop
851430,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,17,Short Stop
851635,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,,17,Short Stop
851954,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,5.0,full pallet jammed on infeed to lift,17,Short Stop
852030,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,25.0,pallets jammed,17,Short Stop
852425,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,3.0,layer card jam,17,Short Stop
852445,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,40.0,chain come off sprocket/tracks,17,Short Stop
852916,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,6.0,Pallet not entering lift,17,Short Stop
853149,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,8.0,"Layer cards fell within de-pal, Operater had to access de-pal, Recover layer cardsn and perform reset. Seamer flush done while line was down.",17,Breakdown
853197,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,22.0,Cards fallen in lift,17,Short Stop
853289,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,24.0,jammed pallets. Waiting for the line to fill back up,17,Short Stop
853290,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Fallen / Jammed cans,3.0,,17,Short Stop
853329,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,27.0,light guard tripping every time pallet went through,17,Short Stop
853423,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Sensor dirty/ misaligned,8.0,,17,Short Stop
853428,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,14.0,,17,Short Stop
853429,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,6.0,,17,Short Stop
853436,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,17,Short Stop
853452,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,8.0,,17,Short Stop
853747,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,15.0,"snapped top frame,also did seamer flush cilt while stopped.",17,Short Stop
853809,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard - debanding station,5.0,light guard tripped,17,Short Stop
854115,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,28.0,stack of dropped layer cards fell through the lift and onto the conveyor. LM,17,Short Stop
854211,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Fallen / Jammed cans,10.0,,17,Short Stop
854230,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,2.0,,17,Short Stop
854253,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Fallen / Jammed cans,15.0,top frame jammed causing damaged cans to cause seamer crash,17,Short Stop
854264,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,15.0,damaged cans from layer sweep jam causing jams in seamer,17,Short Stop
854301,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Sensor failure,35.0,reflector snapped off craft replacing,17,Breakdown
854389,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,26.0,dropped layer cards in lift. Operator having to remove by going in with over ride key.,17,Short Stop
854553,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,16.0,pallets not driving forward-crafts investigating,17,Short Stop
855131,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,6.0,,17,Short Stop
855717,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,,17,Short Stop
855719,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,6.0,Light guard tripped,17,Short Stop
855742,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,10.0,,17,Short Stop
855761,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,10.0,,17,Short Stop
856094,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,5.0,pallet lift high level sensor mis-aligned,17,Short Stop
856228,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,11.0,top frames dropped into the lift,17,Short Stop
